ID,Node 01(Lt A),Node 02(Open Area),Node 03(Com Eng Lab)
1,-42,-58,-74
1,-43,-57,-74
1,-45,-57,-75
1,-45,-58,-74
1,-45,-58,-74
1,-43,-58,-74
1,-43,-58,-74
1,-45,-58,-74
1,-42,-58,-74
1,-48,-58,-74
1,-51,-58,-74
1,-50,-57,-74
1,-48,-57,-74
1,-47,-56,-73
1,-42,-57,-74
1,-44,-57,-74
1,-41,-57,-74
1,-40,-57,-75
1,-44,-57,-75
1,-42,-57,-76
1,-44,-57,-75
1,-44,-58,-74
1,-44,-59,-74
1,-46,-58,-74
1,-44,-58,-75
1,-44,-58,-74
1,-44,-58,-74
1,-44,-57,-74
1,-44,-57,-74
1,-44,-58,-74
1,-44,-58,-75
1,-44,-59,-74
1,-44,-58,-74
1,-46,-58,-75
1,-44,-59,-74
1,-44,-59,-75
1,-44,-58,-75
1,-44,-58,-76
1,-44,-58,-76
1,-44,-57,-75
1,-44,-57,-75
1,-44,-57,-76
1,-44,-57,-74
1,-44,-57,-75
1,-44,-57,-75
1,-44,-58,-74
1,-44,-58,-75
1,-44,-58,-75
1,-44,-58,-75
1,-44,-58,-75
1,-44,-57,-74
1,-44,-58,-75
1,-43,-58,-74
1,-44,-58,-74
1,-44,-58,-74
1,-44,-57,-75
1,-44,-58,-75
1,-44,-58,-75
1,-44,-58,-74
1,-44,-58,-75
1,-46,-58,-75
1,-44,-58,-74
1,-44,-58,-75
1,-44,-58,-75
1,-44,-57,-74
1,-44,-58,-74
1,-44,-57,-75
1,-45,-58,-75
1,-44,-57,-76
1,-45,-58,-74
1,-44,-58,-75
1,-44,-58,-75
1,-44,-59,-76
1,-45,-58,-75
1,-45,-58,-75
1,-44,-57,-74
1,-45,-58,-75
1,-45,-58,-75
1,-46,-58,-75
1,-44,-58,-74
1,-45,-57,-74
1,-44,-58,-75
1,-44,-57,-76
1,-43,-59,-75
1,-44,-58,-75
1,-43,-59,-75
1,-43,-59,-75
1,-45,-58,-75
1,-44,-60,-75
1,-44,-59,-75
1,-45,-61,-75
1,-43,-55,-75
1,-44,-56,-75
1,-43,-56,-75
1,-44,-56,-75
1,-44,-56,-76
1,-43,-56,-75
1,-44,-57,-74
1,-44,-56,-75
1,-44,-56,-75
1,-44,-56,-75
1,-44,-56,-75
1,-43,-58,-74
1,-44,-56,-74
1,-44,-56,-74
1,-43,-56,-74
1,-43,-58,-75
1,-43,-60,-75
1,-44,-64,-76
1,-43,-56,-75
1,-44,-59,-75
1,-43,-55,-75
1,-44,-59,-75
1,-43,-57,-74
1,-44,-57,-75
1,-43,-57,-74
1,-44,-58,-74
1,-44,-57,-75
1,-44,-58,-75
1,-44,-58,-75
1,-45,-58,-75
1,-43,-58,-76
1,-44,-58,-75
1,-44,-57,-74
1,-43,-58,-75
1,-43,-58,-74
1,-43,-57,-75
1,-43,-57,-75
1,-43,-57,-75
1,-43,-58,-75
1,-43,-57,-75
1,-44,-58,-74
1,-43,-57,-75
1,-44,-58,-75
1,-43,-58,-75
1,-45,-58,-75
1,-44,-57,-75
1,-43,-58,-75
1,-44,-58,-74
1,-44,-58,-75
1,-44,-57,-75
1,-44,-58,-75
1,-44,-58,-75
1,-45,-58,-75
1,-44,-58,-76
1,-45,-58,-75
1,-45,-57,-75
1,-45,-58,-75
1,-44,-58,-75
1,-44,-58,-75
1,-45,-57,-74
1,-44,-58,-75
1,-44,-58,-75
1,-44,-57,-76
1,-44,-58,-75
1,-44,-59,-75
1,-44,-59,-75
1,-44,-59,-75
1,-44,-59,-75
1,-44,-60,-74
1,-45,-60,-75
1,-44,-60,-75
1,-44,-60,-75
1,-44,-59,-74
1,-44,-60,-76
1,-45,-61,-74
1,-44,-59,-74
1,-44,-60,-75
1,-43,-59,-74
1,-44,-59,-75
1,-43,-58,-76
1,-45,-59,-74
1,-44,-60,-75
1,-44,-60,-75
1,-43,-60,-76
1,-43,-60,-74
1,-43,-60,-75
1,-44,-60,-74
1,-44,-60,-75
1,-44,-60,-75
1,-43,-59,-74
1,-43,-60,-74
1,-43,-60,-76
1,-44,-59,-74
1,-43,-59,-74
1,-43,-59,-74
1,-43,-58,-75
1,-43,-58,-74
1,-43,-59,-75
1,-41,-59,-75
1,-40,-60,-75
1,-41,-60,-75
1,-41,-60,-74
1,-40,-60,-75
1,-39,-59,-76
1,-43,-61,-75
1,-46,-61,-75
1,-47,-60,-76
1,-48,-60,-74
1,-50,-60,-76
1,-49,-62,-77
1,-50,-62,-77
1,-50,-60,-75
1,-45,-61,-74
1,-42,-60,-75
1,-42,-59,-76
1,-43,-60,-75
1,-43,-60,-76
1,-42,-60,-74
1,-41,-60,-75
1,-43,-59,-75
1,-45,-60,-75
1,-44,-60,-74
1,-41,-60,-74
1,-41,-59,-75
1,-41,-59,-75
1,-42,-60,-75
1,-41,-60,-74
1,-40,-60,-74
1,-40,-60,-74
1,-41,-59,-74
1,-40,-61,-75
1,-41,-60,-75
1,-41,-59,-74
1,-43,-60,-75
1,-44,-60,-76
1,-42,-60,-75
1,-42,-59,-76
1,-42,-61,-74
1,-42,-60,-75
1,-42,-60,-75
1,-42,-59,-75
1,-42,-58,-74
1,-42,-58,-75
1,-42,-59,-74
1,-42,-58,-75
1,-43,-58,-75
1,-43,-59,-75
1,-43,-58,-75
1,-43,-59,-75
1,-44,-58,-75
1,-44,-59,-74
1,-44,-59,-76
1,-44,-59,-75
1,-43,-58,-74
1,-43,-58,-74
1,-45,-59,-74
1,-45,-58,-75
1,-46,-58,-74
1,-46,-58,-75
1,-46,-58,-75
1,-47,-58,-74
1,-46,-58,-75
1,-46,-58,-76
1,-46,-58,-75
1,-46,-58,-76
1,-45,-58,-74
1,-46,-59,-75
1,-45,-58,-75
1,-46,-58,-76
1,-46,-58,-76
1,-47,-58,-75
1,-46,-58,-75
1,-47,-59,-74
1,-47,-59,-75
1,-46,-59,-75
1,-45,-59,-75
1,-45,-59,-74
1,-42,-59,-74
1,-42,-60,-75
1,-42,-60,-75
1,-42,-60,-74
1,-42,-59,-75
1,-43,-59,-76
1,-45,-59,-75
1,-43,-59,-76
1,-43,-60,-74
1,-44,-61,-75
1,-43,-60,-75
1,-44,-60,-75
1,-42,-60,-75
1,-43,-60,-75
1,-42,-59,-75
1,-42,-60,-75
1,-43,-60,-76
1,-44,-60,-75
1,-43,-60,-74
1,-43,-60,-75
1,-42,-60,-76
1,-43,-60,-75
1,-43,-60,-74
1,-43,-60,-74
1,-44,-60,-75
1,-43,-60,-75
1,-43,-60,-75
1,-43,-60,-75
1,-43,-60,-76
1,-43,-60,-76
1,-43,-61,-76
1,-43,-60,-76
1,-43,-60,-76
1,-43,-60,-75
1,-44,-59,-75
1,-43,-60,-76
1,-44,-60,-75
1,-43,-60,-75
1,-43,-59,-75
1,-44,-59,-76
1,-44,-60,-75
1,-44,-59,-76
1,-43,-61,-76
1,-43,-60,-76
1,-43,-60,-75
1,-43,-60,-75
1,-43,-61,-75
1,-43,-60,-75
1,-43,-59,-74
1,-44,-59,-75
1,-44,-60,-75
1,-44,-59,-76
1,-44,-60,-76
1,-44,-59,-76
1,-44,-59,-75
1,-44,-59,-76
1,-45,-59,-75
1,-44,-59,-75
1,-44,-59,-76
1,-44,-58,-75
1,-44,-59,-75
1,-44,-59,-75
1,-44,-59,-75
1,-44,-60,-75
1,-44,-60,-76
1,-45,-60,-75
1,-44,-59,-75
1,-45,-60,-76
1,-45,-59,-76
1,-44,-59,-75
1,-44,-59,-76
1,-46,-60,-76
1,-45,-59,-75
1,-44,-59,-75
1,-45,-59,-75
1,-46,-59,-75
1,-46,-59,-75
1,-44,-60,-76
1,-45,-59,-75
1,-45,-59,-75
1,-45,-59,-75
1,-45,-59,-76
1,-45,-59,-75
1,-45,-59,-75
1,-45,-59,-75
1,-46,-59,-75
1,-45,-59,-74
1,-45,-59,-74
1,-46,-59,-75
1,-45,-59,-74
1,-45,-59,-74
1,-45,-60,-74
1,-45,-59,-74
1,-45,-59,-75
1,-45,-60,-76
1,-44,-59,-77
1,-45,-59,-76
1,-44,-59,-75
1,-45,-59,-75
1,-46,-59,-75
1,-45,-60,-75
1,-45,-59,-75
1,-44,-60,-76
1,-45,-60,-75
1,-44,-59,-76
1,-45,-60,-76
1,-44,-60,-75
1,-44,-60,-74
1,-44,-59,-75
1,-44,-60,-75
1,-44,-59,-75
1,-44,-59,-75
1,-45,-59,-76
1,-44,-59,-75
1,-45,-60,-75
1,-44,-59,-75
1,-44,-59,-75
1,-44,-59,-75
1,-45,-59,-75
1,-44,-59,-75
1,-44,-59,-76
1,-45,-59,-75
1,-45,-59,-74
1,-45,-59,-75
1,-45,-58,-75
1,-44,-58,-75
1,-44,-59,-75
1,-44,-58,-75
1,-45,-59,-75
1,-45,-59,-75
1,-45,-58,-75
1,-45,-59,-75
1,-44,-59,-74
1,-45,-59,-75
1,-45,-59,-77
1,-45,-59,-75
1,-44,-58,-74
1,-44,-59,-75
1,-44,-58,-75
1,-44,-59,-75
1,-44,-59,-75
1,-44,-59,-75
1,-44,-59,-74
1,-45,-58,-75
1,-44,-58,-74
1,-44,-58,-74
1,-44,-58,-76
1,-45,-58,-75
1,-45,-58,-75
1,-45,-59,-74
1,-45,-58,-75
1,-44,-59,-74
1,-45,-60,-74
1,-44,-60,-75
1,-44,-59,-74
1,-45,-59,-75
1,-46,-59,-75
1,-44,-59,-74
1,-45,-59,-74
1,-44,-59,-76
1,-44,-59,-74
1,-45,-59,-74
1,-46,-59,-74
1,-46,-59,-75
1,-45,-59,-74
1,-45,-58,-74
1,-44,-59,-75
1,-45,-59,-74
1,-44,-59,-75
1,-45,-59,-75
1,-44,-59,-74
1,-44,-59,-75
1,-44,-59,-74
1,-44,-59,-74
1,-45,-59,-74
1,-45,-59,-74
1,-45,-60,-74
1,-45,-58,-74
1,-44,-59,-74
1,-44,-60,-75
1,-44,-60,-75
1,-44,-60,-74
1,-44,-60,-75
1,-44,-60,-75
1,-45,-59,-75
1,-45,-59,-75
1,-45,-59,-75
1,-45,-59,-75
1,-45,-60,-75
1,-45,-59,-75
1,-45,-59,-75
1,-45,-60,-74
1,-46,-59,-74
1,-45,-59,-75
1,-45,-58,-75
1,-46,-59,-75
1,-46,-59,-75
1,-46,-59,-76
1,-47,-60,-74
1,-45,-59,-75
1,-45,-60,-75
1,-45,-60,-76
1,-44,-60,-76
1,-45,-60,-74
1,-45,-60,-74
1,-44,-60,-77
1,-44,-60,-75
1,-45,-60,-75
1,-45,-59,-75
1,-45,-59,-75
1,-45,-59,-75
1,-45,-59,-76
1,-45,-58,-75
1,-45,-59,-76
1,-46,-59,-76
1,-45,-58,-75
1,-45,-59,-75
1,-46,-59,-74
1,-45,-59,-75
1,-45,-59,-75
1,-46,-60,-76
1,-44,-59,-76
1,-44,-60,-76
1,-44,-60,-75
1,-44,-60,-76
1,-45,-60,-75
1,-44,-61,-76
1,-45,-61,-76
1,-44,-62,-75
1,-44,-62,-74
1,-44,-61,-74
1,-44,-61,-76
1,-44,-61,-75
1,-44,-62,-77
1,-44,-61,-76
1,-44,-61,-76
1,-44,-60,-76
1,-44,-60,-75
1,-44,-60,-76
1,-44,-59,-76
1,-44,-60,-75
1,-44,-60,-75
1,-44,-60,-76
1,-44,-60,-75
1,-45,-59,-75
1,-44,-60,-76
1,-44,-60,-76
1,-44,-60,-76
1,-44,-60,-76
1,-44,-60,-74
1,-44,-60,-75
1,-44,-60,-75
1,-44,-60,-76
1,-44,-59,-75
1,-44,-60,-75
1,-45,-59,-75
1,-44,-60,-76
1,-44,-60,-75
1,-44,-60,-76
1,-44,-60,-76
1,-44,-59,-76
1,-44,-60,-76
1,-44,-60,-75
1,-44,-60,-75
1,-44,-59,-75
1,-44,-60,-75
1,-44,-60,-76
1,-44,-59,-76
1,-45,-58,-76
1,-44,-59,-75
1,-45,-59,-74
1,-44,-58,-75
1,-45,-59,-75
1,-44,-59,-76
1,-44,-58,-75
1,-44,-59,-77
1,-45,-59,-76
1,-44,-58,-77
1,-45,-58,-76
1,-44,-58,-76
1,-45,-58,-76
1,-45,-59,-76
1,-45,-59,-76
1,-44,-59,-76
1,-44,-60,-76
1,-44,-60,-76
1,-45,-59,-76
1,-45,-60,-76
1,-45,-59,-76
1,-45,-59,-76
1,-45,-60,-76
1,-45,-59,-77
1,-45,-60,-76
1,-45,-59,-75
1,-45,-59,-76
1,-45,-60,-77
1,-44,-60,-75
1,-45,-60,-75
1,-45,-59,-77
1,-45,-60,-77
1,-44,-60,-76
1,-44,-61,-77
1,-45,-59,-75
1,-45,-59,-76
1,-47,-60,-76
1,-46,-60,-76
1,-45,-61,-76
1,-46,-59,-76
1,-45,-60,-75
1,-45,-58,-75
1,-45,-58,-76
1,-45,-59,-75
1,-45,-59,-75
1,-45,-59,-75
1,-45,-59,-76
1,-45,-59,-76
1,-45,-58,-76
1,-45,-58,-76
1,-45,-58,-75
1,-45,-59,-76
1,-45,-59,-76
1,-45,-58,-76
1,-45,-59,-76
1,-45,-59,-76
1,-45,-61,-76
1,-45,-59,-76
1,-45,-59,-76
1,-45,-58,-76
1,-45,-58,-75
1,-45,-59,-75
1,-45,-59,-76
1,-45,-59,-75
1,-45,-59,-77
1,-45,-59,-77
1,-45,-59,-77
1,-45,-59,-76
1,-45,-59,-76
1,-46,-59,-75
1,-45,-58,-76
1,-46,-58,-76
1,-45,-58,-75
1,-45,-58,-75
1,-45,-59,-76
1,-45,-59,-76
1,-45,-59,-75
1,-47,-59,-76
1,-45,-59,-75
1,-46,-59,-76
1,-45,-59,-76
1,-46,-59,-77
1,-45,-59,-76
1,-45,-59,-76
1,-45,-58,-76
1,-45,-58,-75
1,-45,-58,-76
1,-45,-58,-75
1,-45,-59,-76
1,-45,-59,-75
1,-45,-58,-75
1,-45,-59,-75
1,-45,-58,-76
1,-44,-59,-75
1,-45,-59,-76
1,-44,-59,-76
1,-44,-59,-75
1,-44,-59,-75
1,-45,-59,-76
1,-45,-60,-76
1,-45,-59,-75
1,-45,-60,-75
1,-45,-60,-76
1,-45,-60,-75
1,-45,-60,-75
1,-44,-60,-75
1,-45,-60,-76
1,-44,-60,-75
1,-45,-61,-75
1,-44,-59,-75
1,-45,-59,-76
1,-44,-59,-75
1,-45,-59,-76
1,-45,-61,-76
1,-45,-60,-75
1,-44,-60,-76
1,-44,-60,-75
1,-44,-60,-75
1,-44,-59,-76
1,-44,-59,-76
1,-44,-59,-76
1,-44,-59,-76
1,-44,-59,-76
1,-44,-59,-76
1,-44,-59,-76
1,-44,-59,-75
1,-44,-60,-77
1,-44,-59,-75
1,-44,-59,-76
1,-44,-59,-76
1,-44,-59,-76
1,-44,-59,-77
1,-45,-59,-76
1,-44,-59,-77
1,-44,-60,-77
1,-44,-59,-76
1,-44,-60,-76
1,-44,-59,-77
1,-44,-59,-76
1,-44,-59,-76
1,-44,-59,-76
1,-44,-60,-75
1,-44,-60,-77
1,-44,-59,-77
1,-44,-59,-76
1,-44,-60,-76
1,-44,-59,-76
1,-44,-60,-76
1,-44,-60,-76
1,-44,-59,-75
1,-44,-59,-77
1,-44,-59,-76
1,-44,-59,-77
1,-44,-59,-76
1,-44,-59,-75
1,-44,-59,-77
1,-44,-59,-76
1,-44,-59,-76
1,-44,-59,-76
1,-44,-59,-76
1,-44,-59,-76
1,-44,-59,-76
1,-44,-59,-76
1,-44,-59,-74
1,-44,-59,-75
1,-44,-59,-75
1,-44,-59,-75
1,-44,-59,-75
1,-44,-59,-76
1,-43,-59,-76
1,-43,-59,-75
1,-44,-59,-75
1,-43,-59,-75
1,-44,-59,-75
1,-43,-59,-76
1,-44,-59,-76
1,-44,-59,-75
1,-44,-59,-75
1,-44,-59,-75
1,-44,-59,-74
1,-44,-59,-76
1,-44,-59,-74
1,-44,-60,-75
1,-44,-59,-75
1,-44,-59,-76
1,-44,-59,-74
1,-44,-59,-75
1,-44,-59,-75
1,-44,-60,-75
1,-44,-60,-76
1,-44,-59,-75
1,-44,-60,-74
1,-44,-60,-76
1,-44,-59,-75
1,-44,-59,-76
1,-44,-59,-75
1,-44,-58,-76
1,-44,-58,-76
1,-44,-59,-76
1,-44,-59,-75
1,-44,-60,-74
1,-44,-59,-75
1,-44,-59,-75
1,-43,-59,-75
1,-44,-59,-75
1,-43,-60,-75
1,-43,-59,-76
1,-43,-59,-75
1,-43,-59,-75
1,-43,-58,-76
1,-43,-59,-76
1,-42,-59,-76
1,-43,-58,-75
1,-43,-58,-75
1,-43,-58,-77
1,-43,-58,-75
1,-43,-59,-75
1,-43,-58,-75
1,-43,-58,-76
1,-43,-59,-76
1,-43,-59,-76
1,-43,-59,-76
1,-43,-58,-76
1,-43,-58,-76
1,-44,-58,-76
1,-44,-58,-76
1,-44,-58,-75
1,-43,-57,-77
1,-44,-58,-76
1,-43,-58,-74
1,-44,-58,-76
1,-44,-57,-75
1,-44,-58,-75
1,-43,-59,-75
1,-43,-58,-76
1,-44,-58,-75
1,-44,-58,-75
1,-44,-58,-76
1,-44,-59,-75
1,-44,-58,-74
1,-44,-58,-75
1,-44,-58,-74
1,-44,-57,-74
1,-44,-58,-74
1,-44,-58,-76
1,-44,-59,-76
1,-44,-58,-76
1,-44,-58,-75
1,-44,-57,-76
1,-44,-58,-76
1,-44,-58,-76
1,-44,-59,-76
1,-43,-58,-76
1,-44,-58,-76
1,-44,-58,-76
1,-44,-59,-76
1,-44,-58,-76
1,-44,-59,-76
1,-44,-59,-75
1,-44,-58,-76
1,-44,-58,-76
1,-44,-58,-75
1,-44,-58,-76
1,-45,-58,-75
1,-45,-58,-75
1,-45,-58,-76
1,-46,-58,-75
1,-46,-59,-76
1,-44,-59,-76
1,-47,-59,-75
1,-45,-59,-76
1,-44,-59,-76
1,-44,-59,-75
1,-42,-58,-76
1,-42,-58,-76
1,-41,-59,-75
1,-42,-58,-76
1,-44,-59,-76
1,-47,-58,-76
1,-49,-58,-76
1,-48,-59,-75
1,-49,-59,-76
1,-50,-59,-76
1,-51,-59,-76
1,-50,-59,-75
1,-51,-59,-75
1,-50,-59,-77
1,-50,-59,-76
1,-50,-59,-76
1,-49,-59,-76
1,-49,-58,-76
1,-50,-59,-76
1,-50,-59,-75
1,-50,-59,-76
1,-50,-60,-76
1,-50,-59,-76
1,-50,-59,-76
1,-50,-59,-76
1,-50,-59,-75
1,-50,-59,-76
1,-50,-59,-76
1,-50,-58,-75
1,-50,-59,-76
1,-49,-59,-76
1,-50,-59,-77
1,-50,-59,-76
1,-50,-59,-76
1,-49,-59,-76
1,-50,-59,-75
1,-50,-58,-77
1,-49,-59,-76
1,-49,-59,-77
1,-49,-60,-76
1,-48,-60,-76
1,-48,-60,-76
1,-49,-60,-76
1,-49,-60,-76
1,-49,-59,-76
1,-49,-59,-77
1,-49,-59,-76
1,-50,-59,-75
1,-50,-58,-77
1,-49,-59,-76
1,-50,-59,-75
1,-49,-58,-75
1,-50,-59,-75
1,-48,-59,-76
1,-49,-58,-77
1,-49,-59,-76
1,-50,-59,-76
1,-49,-59,-76
1,-49,-59,-76
1,-49,-58,-76
1,-50,-58,-76
1,-49,-58,-76
1,-50,-59,-76
1,-49,-59,-76
1,-50,-58,-75
1,-50,-59,-76
1,-50,-59,-76
1,-49,-58,-76
1,-50,-59,-76
1,-49,-59,-76
1,-49,-58,-76
1,-49,-58,-75
1,-50,-59,-76
1,-49,-59,-76
1,-50,-60,-76
1,-49,-60,-76
1,-50,-60,-77
1,-49,-60,-76
1,-49,-60,-77
1,-48,-60,-76
1,-49,-60,-77
1,-49,-60,-75
1,-49,-60,-76
1,-49,-60,-76
1,-50,-60,-76
1,-49,-60,-75
1,-49,-60,-76
1,-48,-60,-76
1,-49,-62,-76
1,-49,-59,-76
1,-50,-58,-76
1,-50,-58,-76
1,-51,-58,-76
1,-51,-59,-75
1,-52,-59,-76
1,-51,-59,-76
1,-52,-58,-76
1,-51,-58,-77
1,-52,-58,-75
1,-51,-58,-77
1,-52,-59,-76
1,-51,-59,-76
1,-51,-58,-77
1,-51,-59,-77
1,-51,-58,-76
1,-51,-58,-76
1,-51,-59,-76
1,-52,-58,-76
1,-51,-59,-76
1,-53,-58,-76
1,-51,-59,-76
1,-52,-58,-76
1,-51,-58,-76
1,-51,-58,-76
1,-51,-59,-76
1,-51,-58,-76
1,-51,-59,-77
1,-51,-58,-76
1,-51,-59,-76
1,-52,-59,-76
1,-53,-58,-76
1,-53,-59,-77
1,-54,-59,-76
1,-55,-59,-76
1,-56,-58,-76
1,-52,-59,-76
1,-54,-59,-76
1,-53,-59,-77
1,-55,-59,-75
1,-54,-59,-76
1,-55,-59,-75
1,-55,-59,-76
1,-54,-58,-77
1,-54,-58,-76
1,-53,-59,-77
1,-54,-59,-77
1,-52,-59,-76
1,-54,-59,-76
1,-53,-59,-76
1,-54,-59,-75
1,-54,-60,-77
1,-57,-59,-75
1,-56,-60,-76
1,-56,-59,-76
1,-54,-60,-76
1,-54,-59,-76
1,-53,-59,-76
1,-53,-59,-76
1,-53,-60,-76
1,-53,-59,-75
1,-53,-59,-77
1,-52,-59,-76
1,-53,-60,-76
1,-53,-60,-75
1,-52,-60,-76
1,-51,-60,-75
1,-51,-60,-75
1,-51,-60,-75
1,-51,-61,-76
1,-51,-61,-75
1,-51,-61,-75
1,-52,-60,-76
1,-51,-60,-75
1,-50,-61,-75
1,-50,-61,-75
1,-50,-61,-75
1,-50,-60,-75
1,-49,-61,-75
1,-49,-61,-76
1,-48,-61,-76
1,-49,-61,-76
1,-48,-60,-76
1,-50,-60,-76
1,-49,-60,-76
1,-49,-60,-77
1,-49,-60,-76
1,-49,-61,-77
1,-49,-61,-77
1,-48,-61,-77
1,-46,-61,-77
1,-47,-61,-76
1,-51,-60,-76
1,-51,-60,-77
1,-48,-60,-76
1,-45,-59,-77
1,-46,-58,-77
1,-44,-58,-77
1,-48,-59,-76
1,-49,-58,-75
1,-52,-58,-75
1,-44,-58,-76
1,-40,-57,-75
1,-44,-61,-76
1,-49,-57,-77
1,-52,-54,-76
1,-50,-56,-78
1,-51,-56,-77
1,-53,-61,-77
1,-51,-57,-79
1,-57,-56,-83
1,-48,-60,-82
1,-54,-59,-80
1,-49,-63,-78
1,-47,-60,-77
1,-50,-57,-77
1,-52,-57,-76
1,-53,-57,-76
1,-48,-56,-75
1,-49,-58,-75
1,-50,-60,-75
1,-51,-57,-77
1,-58,-55,-76
1,-63,-57,-77
1,-50,-56,-76
1,-56,-56,-77
1,-53,-57,-76
1,-44,-56,-76
1,-43,-58,-77
1,-43,-57,-76
1,-66,-57,-75
1,-50,-57,-77
1,-51,-57,-76
1,-46,-57,-75
1,-48,-57,-75
1,-48,-57,-76
1,-53,-57,-76
1,-50,-57,-75
1,-46,-56,-77
1,-46,-56,-77
1,-50,-56,-75
1,-49,-57,-77
1,-50,-56,-76
1,-51,-57,-76
1,-50,-56,-76
1,-51,-56,-76
1,-49,-57,-77
1,-49,-57,-77
1,-50,-56,-77
1,-51,-57,-77
1,-50,-56,-76
1,-52,-56,-76
1,-51,-56,-77
1,-52,-56,-77
1,-51,-57,-76
1,-52,-56,-76
1,-52,-56,-76
1,-52,-56,-76
1,-51,-56,-77
1,-51,-56,-77
1,-51,-56,-77
1,-51,-56,-77
1,-52,-56,-77
1,-51,-56,-76
1,-52,-56,-76
1,-51,-56,-77
1,-51,-56,-75
1,-51,-56,-77
1,-52,-57,-77
1,-51,-56,-76
1,-52,-56,-75
1,-52,-56,-76
1,-51,-56,-76
1,-51,-57,-76
1,-51,-56,-76
1,-51,-56,-76
1,-51,-57,-76
1,-51,-56,-76
1,-50,-57,-76
